code,title,session,career,units,delivery_type
ARTH2169,"Asian Modernisms: Art, Nation and World, c.1860-1970",,Undergraduate,6,In Person
STST8068,"Asian Strategy and Security: History, Theory and Practice",Second Semester,Postgraduate,6,In Person
ASIA2065,Asia’s Changing Politics in Comparative Perspective,,Undergraduate,6,In Person
ASTR4004,Astronomical Computing,Second Semester,Undergraduate,6,In Person
ASTR8004,Astronomical Computing,Second Semester,Postgraduate,6,In Person
ASTR4005,Astronomy and Astrophysics IV Honours Research Project,First Semester / Second Semester,Undergraduate,6,In Person
ASTR8001,Astronomy and Astrophysics Research Project,First Semester / Second Semester,Postgraduate,6,In Person
ASTR1003,Astronomy and Space,Summer Session / First Semester / Winter Session / Second Semester,Undergraduate,6,Online
ASTR3013,Astrophysical Processes,First Semester,Undergraduate,6,In Person
ASTR6013,Astrophysical Processes,First Semester,Postgraduate,6,In Person
ASTR4021,Astrophysical Processes II,,Undergraduate,6,In Person
ASTR8021,Astrophysical Processes II,,Postgraduate,6,In Person
ASTR1001,Astrophysics,Summer Session / First Semester / Second Semester,Undergraduate,6,Online or In Person
ASTR8010,Astrophysics Research Project,First Semester / Second Semester,Postgraduate,6,In Person
ASTR3005,Astrophysics Research Topic,Summer Session / First Semester / Second Semester,Undergraduate,6,In Person
INTR8020,Atrocity prevention in the 21st century,Second Semester,Postgraduate,6,Online or In Person
BUSN3002,Auditing,First Semester,Undergraduate,6,In Person
BUSN7054,Auditing and Assurance Services,First Semester / Second Semester,Postgraduate,6,In Person
MUSI1502,Aural Skills and Music Theory 2,,Undergraduate,6,In Person
STST2003,Australia and Security in the Pacific Islands,First Semester,Undergraduate,6,Online or In Person
PASI6002,Australia in Oceania in the 19th and 20th centuries,,Postgraduate,6,Online or In Person
PASI2002,Australia in Oceania in the 19th and 20th centuries,,Undergraduate,6,Online or In Person
ENVS1004,Australia's Environment,Second Semester,Undergraduate,6,In Person
ARCH6004,Australian Archaeology,First Semester,Postgraduate,6,In Person
ARCH2004,Australian Archaeology,First Semester,Undergraduate,6,In Person
ARTH2040,"Australian Art, Design, and the Environment",,Undergraduate,6,In Person
EMDV8018,"Australian Environmental Policy: Problems, Practices, Politics",First Semester,Postgraduate,6,Online or In Person
ARTH2098,Australian First Nations Art and Culture,Second Semester,Undergraduate,6,In Person
CBEA2001,Australian Indigenous Perspectives in Business and Economics,First Semester,Undergraduate,6,In Person
INDG9004,Australian Indigenous Policy,,Postgraduate,6,Online or In Person
INDG3004,Australian Indigenous Studies Research Project,Autumn Session / Second Semester,Undergraduate,6,In Person
LAWS8328,Australian Legal Responses to National Security and Counter Terrorism,,Postgraduate,6,Online or In Person
ANIP6503,Australian National Internships Program A,First Semester / Second Semester,Postgraduate,6,In Person
ANIP3003,Australian National Internships Program A,First Semester / Second Semester,Undergraduate,6,In Person
ANIP3005,Australian National Internships Program B,First Semester / Second Semester,Undergraduate,12,In Person
ANIP6505,Australian National Internships Program B,First Semester / Second Semester,Postgraduate,12,In Person
ANIP3007,Australian National Internships Program D,First Semester / Second Semester,Undergraduate,24,In Person
ANIP6507,Australian National Internships Program D,First Semester / Second Semester,Postgraduate,24,In Person
LAWS4285,Australian National Security Law,First Semester,Undergraduate,6,In Person
LAWS8485,Australian National Security Law,,Postgraduate,6,Online or In Person
NSPO8036,Australian National Security Law: An introduction for policymakers,Second Semester,Postgraduate,6,Online or In Person
HIST2227,Australian Political History,First Semester,Undergraduate,6,In Person
POLS2114,Australian Politics,First Semester,Undergraduate,6,In Person
LAWS1205,Australian Public Law,First Semester,Undergraduate,6,In Person
LAWS6105,Australian Public Law,First Semester / Second Semester,Postgraduate,6,In Person
STST8004,Australian Strategic and Defence Policy,,Postgraduate,6,In Person
BIOL3213,Australian Wildlife,Second Semester,Undergraduate,6,In Person
BIOL6213,Australian Wildlife,Second Semester,Postgraduate,6,In Person
CBEA3003,Australian and First Nations Business Immersion,,Undergraduate,6,In Person
NSPO8035,Australia’s Strategic Environment and future security challenges,Second Semester,Postgraduate,6,Online or In Person
LING6040,Austronesian languages,,Postgraduate,6,In Person
LING2040,Austronesian languages,,Undergraduate,6,In Person
POLS8051,Authoritarian Politics: Comparative Perspectives,Second Semester,Postgraduate,6,In Person
MEAS8116,"Authoritarianism, Democratisation and Protest in the Muslim Middle East",,Postgraduate,6,In Person
DESN2004,Autonomous Agents: natural and algorithmic systems in art and design,,Undergraduate,6,In Person
ECON2013,Behavioral Economics,Second Semester,Undergraduate,6,In Person
BIOL3131,Behavioural Ecology,First Semester,Undergraduate,6,In Person
BIOL6631,Behavioural Ecology,First Semester,Postgraduate,6,In Person
LAWS4005,Beyond Chaos,,Undergraduate,6,Online or In Person
STAT3017,Big Data Statistics,Second Semester,Undergraduate,6,In Person
STAT6017,Big Data Statistics,Second Semester,Postgraduate,6,In Person
BIOL6201,Big Questions in Biology,,Postgraduate,6,In Person
ENGN4820,Bio Micro and Nano Electro-Mechanical Systems (BioMEMS and BioNEMS),,Undergraduate,6,In Person
BIOL2171,Biochemistry and Nutrition,First Semester,Undergraduate,6,In Person
BIOL6171,Biochemistry and Nutrition,First Semester,Postgraduate,6,In Person
ENVS6024,Biodiversity Conservation,Second Semester,Postgraduate,6,In Person
ENVS3039,Biodiversity Conservation,Second Semester,Undergraduate,6,In Person
ENVS6201,"Biodiversity Science: Wildlife, Vegetation and Landscape Ecology",Second Semester,Postgraduate,6,In Person
ENVS2001,"Biodiversity Science: Wildlife, Vegetation and Landscape Ecology",Second Semester,Undergraduate,6,In Person
BIOL3191,Bioethics and Society,First Semester,Undergraduate,6,In Person
BIOL6191,Bioethics and Society,First Semester,Postgraduate,6,In Person
HIST8011,Biography and History,First Semester,Postgraduate,6,In Person
MATH2307,Bioinformatics and Biological Modelling,Second Semester,Undergraduate,6,In Person
MATH6100,Bioinformatics and Biological Modelling,Second Semester,Postgraduate,6,In Person
BIOL3157,Bioinformatics and its Applications,First Semester,Undergraduate,6,In Person
BIOL6243,Bioinformatics and its Applications,First Semester,Postgraduate,6,In Person
PSYC2007,Biological Basis of Behaviour,Second Semester,Undergraduate,6,In Person
PSYC6010,Biological Basis of Behaviour,Second Semester,Postgraduate,6,In Person
BIOL6194,Biological Sciences in the Workplace,Second Semester,Postgraduate,6,In Person
BIOL3194,Biological Sciences in the Workplace,Second Semester,Undergraduate,6,In Person
BIOL1003,"Biology 1: Evolution, Ecology and Genetics",First Semester,Undergraduate,6,In Person
BIOL6035,"Biology 1: Evolution, Ecology and Genetics",First Semester,Postgraduate,6,In Person
BIOL6036,Biology 2: Molecular & Cell Biology,Second Semester,Postgraduate,6,In Person
BIOL1004,Biology 2: Molecular and Cell Biology,Second Semester,Undergraduate,6,In Person
BIOL4001,Biology IV Honours,First Semester / Second Semester,Undergraduate,12,In Person
BIOL8704,Biology Literature Research Project,First Semester / Second Semester,Postgraduate,6,In Person
BIOL3209,Biology Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,12,In Person
BIOL3208,Biology Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
BIOL8706,Biology Research Project,First Semester / Second Semester,Postgraduate,6,In Person
MEDN3820,"Biomedical Imaging: Principles, Technologies and Applications in Health Sciences",Second Semester,Undergraduate,6,In Person
ENGN3820,"Biomedical Imaging: Principles, Technologies and Applications in Health Sciences",,Undergraduate,6,In Person
MEDN6820,"Biomedical Imaging: Principles, Technologies and Applications in Health Sciences",Second Semester,Postgraduate,6,In Person
BIOL3142,Biomedical Parasitology,First Semester,Undergraduate,6,In Person
BIOL6143,Biomedical Parasitology,First Semester,Postgraduate,6,In Person
BIOL3106,Biosecurity,First Semester,Undergraduate,6,In Person
BIOL6106,Biosecurity,First Semester,Postgraduate,6,In Person
POPH8101,Biostatistics in Population Health,First Semester,Postgraduate,6,Online or In Person
POPH4101,Biostatistics in Population Health,First Semester,Undergraduate,6,Online or In Person
REGN8019,Biyam-burru-wa-la-nha: Indigenous Peoples and Self-Governing Systems,,Postgraduate,3,Online or In Person
LAWS8101,Blockchain and Legal Innovation I,First Semester,Postgraduate,6,Online
LAWS8102,Blockchain and Legal Innovation II,Second Semester,Postgraduate,6,Online
HIST8023,"Body and Society in Early Modern England, c. 1500–1800",,Postgraduate,6,Online or In Person
NSPO8041,"Borders, Migration And Security",Spring Session,Postgraduate,3,Online or In Person
PASI8302,Bougainville in Transition,,Postgraduate,3,Online or In Person
HIST2221,Britain in the Age of Revolutions and Empires 1688-1848,Second Semester,Undergraduate,6,In Person
PHIL2012,Buddhist Philosophy,,Undergraduate,6,In Person
POGO8237,"Budgeting for Outcomes: Purposes, Programs and Performance",,Postgraduate,3,In Person
CECS8001,Building Cyber-Physical Systems,,Postgraduate,12,In Person
CYBN8001,Building Cyber-Physical Systems,First Semester / Second Semester,Postgraduate,12,In Person
STST8054,Building a defence force: Defence force structure planning and acquisition,,Postgraduate,6,In Person
POLS3009,"Bureaucracy, Politics and Power",Second Semester,Undergraduate,6,In Person
ASIA2039,Burma/Myanmar - a Country in Crisis,First Semester,Undergraduate,6,In Person
ASIA6039,Burma/Myanmar: a Country in Crisis,First Semester,Postgraduate,6,In Person
BURM1002,Burmese 1,First Semester,Undergraduate,6,Online
BURM1003,Burmese 2,Second Semester,Undergraduate,6,Online
BURM2001,Burmese 3,First Semester,Undergraduate,6,Online
BURM2002,Burmese 4,Second Semester,Undergraduate,6,Online
EMET4312,Business & Economic Forecasting,Second Semester,Undergraduate,6,In Person
INFS8210,Business Analytics for Managers,First Semester,Postgraduate,6,In Person
BUSN7057,Business Association Law,First Semester / Second Semester,Postgraduate,6,In Person
MGMT2003,Business Decision Making,Second Semester,Undergraduate,6,In Person
ECON8069,Business Economics,First Semester / Second Semester,Postgraduate,6,In Person
MGMT3016,Business Ethics,Second Semester,Undergraduate,6,In Person
MGMT8242,Business Growth Strategies,,Postgraduate,6,In Person
INFS1001,Business Information Systems,First Semester / Second Semester,Undergraduate,6,In Person
INFS4500,Business Information Systems Honours Thesis,First Semester / Second Semester,Undergraduate,6,In Person
BUSN1001,Business Reporting and Analysis,First Semester / Second Semester,Undergraduate,6,In Person
MGMT8112,Business Skills for the Public Sector Ecosystem,,Postgraduate,3,In Person
EMET3007,Business and Economic Forecasting,Second Semester,Undergraduate,6,In Person
EMET6012,Business and Economic Forecasting,Second Semester,Postgraduate,6,In Person
EMET8012,Business and Economic Forecasting,,Postgraduate,6,In Person
MGMT3102,Business and its Social Stakeholders,First Semester,Undergraduate,6,In Person
BUSI3028,Business in China,,Undergraduate,6,In Person
LAWS8254,"Business, Human Rights and Corporate Responsibility",,Postgraduate,6,Online or In Person
PAAS9805,CAP Doctor of Philosophy Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,3,In Person
PAAS8905,CAP Master of Philosophy Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,3,In Person
ARTS8001,CASS Higher Degree by Research Internship,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
SOCR9005,CSRM Thesis Design,Second Semester,Postgraduate,12,In Person
CHIN2024,Cantonese 1,First Semester,Undergraduate,6,In Person
CHIN2025,Cantonese 2,Second Semester,Undergraduate,6,In Person
ENGN4300,Capstone Design Project,First Semester / Second Semester,Undergraduate,6,In Person
MGMT2005,Career Planning and Management,Second Semester,Undergraduate,6,In Person
IDEC8023,Case Studies in Applied Econometrics,First Semester,Postgraduate,6,Online or In Person
EMET8002,Case Studies in Applied Economic Analysis and Econometrics,First Semester / Second Semester,Postgraduate,6,In Person
POGO8403,Cases in Contemporary Public Policy,Winter Session,Postgraduate,6,In Person
CHEM3206,Catalysis in Chemistry,Second Semester,Undergraduate,6,In Person
CHEM6206,Catalysis in Chemistry,Second Semester,Postgraduate,6,In Person
SOCR8204,Causal Inference,,Postgraduate,6,Online or In Person
BIOL2117,Cell Biology,Second Semester,Undergraduate,6,In Person
BIOL6117,Cell Biology,Second Semester,Postgraduate,6,In Person
BIOL2174,Cell Physiology in Health and Disease,Second Semester,Undergraduate,6,In Person
BIOL6174,Cell Physiology in Health and Disease,Second Semester,Postgraduate,6,In Person
NEUR3101,Cellular Neuroscience,First Semester,Undergraduate,6,In Person
NEUR6101,Cellular Neuroscience,First Semester,Postgraduate,6,In Person
ARTV1150,Ceramics 1,First Semester / Second Semester,Undergraduate,6,In Person
ARTV2150,Ceramics 2,First Semester / Second Semester,Undergraduate,6,In Person
ANTH8125,"Challenges of Emergence, Recognition, and Futurity",,Postgraduate,6,Online or In Person
INTR8043,Changing Geopolitics and International Relations in the Pacific,First Semester,Postgraduate,6,Online or In Person
CHEM2211,Chemical Biology 1,First Semester,Undergraduate,6,In Person
CHEM6211,Chemical Biology 1,First Semester,Postgraduate,6,In Person
CHEM6228,Chemical Biology 2,Second Semester,Postgraduate,6,In Person
CHEM2208,Chemical Biology 2,Second Semester,Undergraduate,6,In Person
CHEM2214,Chemical Physics,First Semester,Undergraduate,6,In Person
CHEM2202,Chemical Structure and Reactivity 1,First Semester,Undergraduate,6,In Person
CHEM2203,Chemical Structure and Reactivity 2,Second Semester,Undergraduate,6,In Person
CHEM6203,Chemical Structure and Reactivity 2,Second Semester,Postgraduate,6,In Person
CHEM1101,Chemistry 1,First Semester,Undergraduate,6,In Person
CHEM1201,Chemistry 2,Second Semester,Undergraduate,6,In Person
CHEM4005,Chemistry IV Honours (S),First Semester / Second Semester,Undergraduate,12,In Person
LING2521,Child Language Acquisition,,Undergraduate,6,In Person
